Os01g0100900	Q52RG7
Os11g0216900	Q0ITU1
Os11g0220800	Q0ITS8
Os11g0221000	P0C129
Os11g0221200	P0C130
Os11g0221300	P0C131
Os11g0222200	Q2R8P2
Os11g0224800	Q53P09
Os11g0225100	F7J0M6
Os11g0225300	Q2R8L1
Os11g0230400	Q53Q31
Os11g0230700	Q53Q32
Os11g0231200	Q53MD1
Os11g0232000	Q53MD3
Os11g0236100	Q53JI9
Os11g0239000	Q53KS8
Os11g0239200	Q53KS9
Os11g0242200	Q53Q11
Os11g0242900	Q53N90
Os11g0243300	Q53N87
Os11g0244200	Q53M11
Os11g0244800	Q2R837
Os11g0247300	Q53M52
Os11g0264000	Q53LU4
Os11g0267400	Q53LY0
Os11g0269000	Q53N47
Os11g0271100	Q53N72
Os11g0285000	Q2R712
Os11g0303600	Q53QK0
Os11g0312220	Q08480
Os11g0312400	Q08480
Os11g0312782	B9GAG9
Os11g0384789	Q10J20
Os11g0417400	Q2R637
Os11g0425300	Q53K52
Os11g0433200	Q53P98
Os11g0446000	K4PW38
Os11g0453900	Q2R4Z8
Os11g0454000	Q2R4Z7
Os11g0454200	Q2R4Z5
Os11g0454300	Q2R4Z4
Os11g0456300	Q6PL11
Os11g0472000	Q2R4J4
Os11g0472500	Q2R4J1
Os11g0474800	Q6BDZ9
Os11g0484000	Q2R483
Os11g0484300	Q2R482
Os11g0484500	Q2R480
Os11g0490600	Q2R435
Os11g0496600	Q2R3Y1
Os11g0508600	Q2R3P9
Os11g0515500	Q2R3K5
Os11g0516000	Q2R3K3
Os11g0523800	Q2R3F5
Os11g0528700	Q2R3B4
Os11g0530600	Q2R3A1
Os11g0533500	Q2R374
Os11g0537350	Q2R352
Os11g0544500	Q2R2Z4
Os11g0544800	Q2R2Z0
Os11g0546500	Q2R2W8
Os11g0546900	Q2R2W2
Os11g0547000	Q2R2W1
Os11g0549625	Q2R2T4
Os11g0551900	Q6AWY1
Os11g0552600	Q2R2P7
Os11g0569733	Q2R2D5
Os11g0572100	Q2R2B4
Os11g0572400	Q2R2B1
Os11g0580800	Q2R237
Os11g0582300	Q2R224
Os11g0582500	Q2R222
Os11g0586001	A3CCP9
Os11g0586200	Q2R1Z5
Os11g0587000	C7AU21
Os11g0587600	Q8GU84
Os11g0591100	Q2R1V8
Os11g0592400	Q2R1U8
Os11g0592800	Q2R1U4
Os11g0595400	A0MH06
Os11g0599500	Q2R1M8
Os11g0603000	Q2R1J3
Os11g0609600	Q2R1D5
Os11g0614800	Q2R185
Os11g0615700	Q9LSU1
Os11g0622800	Q2R114
Os11g0625400	Q2R0Z3
Os11g0629400	Q2R0W8
Os11g0636900	Q2R0Q1
Os11g0641500	Q2R0L2
Os11g0641800	Q2R0L0
Os11g0642400	Q2R0K3
Os11g0643100	Q2R0J4
Os11g0648100	B9G2X9
Os11g0649400	Q2R0D4
Os11g0649600	Q2R0D2
Os11g0649700	Q2R0D1
Os11g0655900	Q2R076
Os11g0656000	Q2R075
Os11g0656400	Q2R073
Os11g0656700	Q0IRB0
Os11g0660000	Q2R041
Os11g0660500	P35681
Os11g0672400	B9G8P1
Os11g0682300	Q2QZL4
Os11g0683500	Q8L6H7
Os11g0684000	Q2QZJ8
Os11g0688832	Q2QZF2
Os11g0689100	Q2QZF1
Os11g0693800	Q53JY8
Os11g0696200	Q2QZ86
Os11g0696900	Q2QZ80
Os11g0700500	Q53NK6
Os11g0701100	Q53NL5
Os11g0701800	Q7GCM7
Os11g0704300	Q2QZ37
Os11g0704500	P0C5B3
Os11g0706600	Q53MB8
Os11g0706801	Q53MB7
Os11g0707000	P93431
Os11g0707600	Q2QZ14
Os11g0708100	Q0IQU1
Os12g0101600	Q33DK1
Os12g0101800	Q2QYY8
Os12g0104300	Q2QYW5
Os12g0104800	Q2QYW2
Os12g0104900	Q2QYW1
Os12g0108000	Q2QYS3
Os12g0108900	Q2QYR5
Os12g0109200	Q2QYR1
Os12g0109900	Q0IQN6
Os12g0110000	Q0IQN5
Os12g0113500	Q2QYM3
Os12g0114100	Q2QYL8
Os12g0114500	O65091
Os12g0114800	Q2QYL3
Os12g0115000	Q2QYL2
Os12g0115100	Q0IQK9
Os12g0117300	Q0IQJ7
Os12g0118900	B9GBJ9
Os12g0119000	Q2QYH7
Os12g0122000	Q2QYF3
Os12g0123500	Q2QYE1
Os12g0123800	Q5CD17
Os12g0124200	Q0IQF7
Os12g0124500	B9GBM3
Os12g0129550	A3CEM4
Os12g0132200	Q2QY53
Os12g0132300	Q0IQB6
Os12g0133500	Q2QY37
Os12g0133800	Q0IQA5
Os12g0136900	Q2QY12
Os12g0137300	Q2QY07
Os12g0137500	Q2QY04
Os12g0138500	Q2QXZ2
Os12g0139300	Q5CCK1
Os12g0139400	Q2QXY3
Os12g0139600	Q2QXY1
Os12g0143800	Q7GBF8
Os12g0145700	Q2QXR8
Os12g0147800	O81277
Os12g0149300	Q2QXP0
Os12g0149800	P35682
Os12g0151500	Q2QXM3
Os12g0152900	Q2QXL0
Os12g0154700	Q2QXJ4
Os12g0154800	Q2QXJ2
Os12g0154900	Q2QXJ1
Os12g0155000	Q2QXJ0
Os12g0162100	Q2QXC6
Os12g0162400	Q3HRP1
Os12g0163300	Q2QXB3
Os12g0163400	Q2QXB2
Os12g0167900	P35684
Os12g0169800	Q2QX45
Os12g0170400	Q2QX40
Os12g0175500	Q2QX01
Os12g0176200	Q84LK7
Os12g0176500	Q9FXM3
Os12g0178100	P0C0L1
Os12g0178200	P0C0L0
Os12g0178500	Q2QWX8
Os12g0180100	Q2QWW7
Os12g0183300	Q2QWT4
Os12g0188700	Q9ZP20
Os12g0192500	Q2QWK9
Os12g0193000	Q2QWK1
Os12g0197500	Q2QWE9
Os12g0198200	Q2QWE3
Os12g0206800	Q2QW55
Os12g0207000	Q2QW53
Os12g0208900	Q2QW44
Os12g0228800	Q2QVI1
Os12g0230100	Q2QVG9
Os12g0230200	Q2QVG8
Os12g0234800	B9GCH9
Os12g0236400	Q08479
Os12g0238100	Q2QV94
Os12g0239900	Q2QV81
Os12g0239950	Q2QV81
Os12g0240900	Q0IP69
Os12g0241300	A3CG83
Os12g0255200	Q2QUS0
Os12g0257000	P37890
Os12g0258200	Q2QUP1
Os12g0258700	Q2QUN2
Os12g0259800	Q0IP28
Os12g0268000	Q2QUC5
Os12g0269200	P20698
Os12g0270200	B8YEK4
Os12g0271700	Q0INZ4
Os12g0274700	Q0INY7
Os12g0278800	Q2QTY2
Os12g0285500	Q0INW1
Os12g0287200	P49030
Os12g0290150	Q2QTL0
Os12g0291100	P18566
Os12g0293100	Q8LKW0
Os12g0297500	Q2QTC2
Os12g0405100	Q2QT65
Os12g0420100	Q2QSR8
Os12g0424700	Q2QSL4
Os12g0429200	Q0INM3
Os12g0434400	Q2QSB9
Os12g0435200	Q5MBR6
Os12g0438000	Q2QS71
Os12g0443500	Q2QS14
Os12g0443600	Q2QS13
Os12g0446900	Q2QRX6
Os12g0454800	Q2QRN7
Os12g0458100	Q0ING3
Os12g0472500	Q2QR54
Os12g0476200	Q2QR07
Os12g0479400	Q2QQX6
Os12g0481100	Q0INC5
Os12g0484900	Q6AWY2
Os12g0485400	Q2QQS5
Os12g0486600	Q2QQR2
Os12g0491800	Q2QQJ5
Os12g0501700	Q2QQA3
Os12g0502000	Q2QQ99
Os12g0502300	Q2QQ96
Os12g0512700	B9GDE5
Os12g0514300	Q0IN16
Os12g0515500	Q2QPW2
Os12g0515600	Q2QPW1
Os12g0530000	Q2QPG9
Os12g0538600	Q0IMV4
Os12g0538700	Q2QP86
Os12g0541600	Q2QP53
Os12g0546800	Q2QP13
Os12g0547500	Q0IMS9
Os12g0554400	Q2QNU0
Os12g0555600	Q2QNS6
Os12g0560500	Q2QNM3
Os12g0560700	Q2QNM1
Os12g0561000	Q9SXX7
Os12g0562100	Q2QNK7
Os12g0566300	Q2QNG7
Os12g0567200	Q2QNF7
Os12g0567300	Q4JL76
Os12g0568200	Q2QNE8
Os12g0568700	Q2QNE3
Os12g0570000	Q0IMG9
Os12g0570700	Q0IMG5
Os12g0571100	Q2QNC3
Os12g0571200	Q9XGX7
Os12g0572000	Q94IB1
Os12g0580900	Q2QN36
Os12g0581600	Q2QN30
Os12g0581800	Q2QN26
Os12g0586100	Q75V57
Os12g0586600	Q2QMX9
Os12g0588800	Q2QMW1
Os12g0588900	Q2QMW0
Os12g0590500	B9GE13
Os12g0591300	Q2QMT7
Os12g0591400	Q2QMT6
Os12g0591500	Q2QMT5
Os12g0592300	Q2QMT2
Os12g0597000	Q3HRP5
Os12g0597500	Q2QMN7
Os12g0601300	P0C132
Os12g0601400	P0C133
Os12g0603700	Q2QMI0
Os12g0603800	Q948R0
Os12g0604600	Q2QMH2
Os12g0604700	Q2QMH1
Os12g0605800	Q2QMG2
Os12g0610800	Q0ILZ7
Os12g0611000	Q2QMB3
Os12g0611200	Q0ILZ4
Os12g0612700	Q2QM96
Os12g0613700	Q2QM84
Os12g0614600	Q2QM77
Os12g0615400	Q2QM69
Os12g0616000	Q2QM62
Os12g0616400	Q2QM59
Os12g0616900	Q2QM55
Os12g0617400	Q5MBR3
Os12g0617900	Q2QM47
Os12g0621100	Q2QM17
Os12g0622500	Q2QM00
Os12g0623900	Q2QLY5
Os12g0624000	Q2QLY4
Os12g0625000	Q9XEA6
Os12g0626100	Q2QLW3
Os12g0626400	Q2QLV9
Os12g0628100	Q2QLT8
Os12g0628600	P31110
Os12g0631100	Q0ILQ6
Os12g0632700	Q42972
Os12g0640900	Q2QLI6
Os12g0641400	Q0ILJ3
